id,section,section_id,submitted,attempt,3091731: I do not think that I can learn to understand design and interaction concepts.,1.0,3091751: Men are more likely to excel in careers that involve design and interaction than women are.,1.0.1,3091755: A student who performs well in human computer interaction will probably not have a life outside of computers.,1.0.2,3091753: Men and women are equally capable of solving design and interaction problems.,1.0.3,3091754: Men and women can both excel in human computer interaction courses.,1.0.4,3091759: I am active in organizations or social groups that include mostly members of my own ethnic group.,1.0.5,3091748: Design and interaction is an appropriate subject for both men and women to study.,1.0.6,3091762: I was encouraged to pursue a human computer interaction project/course/degree/career.,1.0.7,3091733: I can achieve good grades (C or better) in human computer interaction courses.,1.0.8,3091730: I have little self-confidence when it comes to design and interaction courses.,1.0.9,3091741: I do not like using design and interaction to solve problems.,1.0.10,3091740: I like to use design and interaction to solve problems.,1.0.11,3091736: I would not take additional human computer interaction courses if I were given the opportunity.,1.0.12,3091750: Men produce higher quality work in design and interaction than women.,1.0.13,3091734: I am confident that I can solve problems by applying design skills.,1.0.14,3091756: A student who performs well in human computer interaction is likely to have a life outside of computers.,1.0.15,3091732: I can learn to understand design and interaction concepts.,1.0.16,3091739: The challenge of solving problems using design and interaction does not appeal to me.,1.0.17,3091746: I doubt that a woman could excel in human computer interaction courses.,1.0.18,3091737: I think design and interaction is boring.,1.0.19,3091735: I doubt that I can solve problems by applying design skills.,1.0.20,3091744: I think design and interaction is interesting.,1.0.21,3091757: Students who are skilled at human computer interaction are less popular than other students.,1.0.22,3091729: I am comfortable with learning design and interaction concepts.,1.0.23,3091745: I would voluntarily take additional human computer interaction courses if I were given the opportunity.,1.0.24,3091752: Women produce the same quality work in design and interaction as men.,1.0.25,3091743: I hope that I can find a career that does not require the use of design and interaction concepts.,1.0.26,3091758: Students who are skilled at human computer interaction are just as popular as other students.,1.0.27,3091747: Men are more capable than women at solving design and interaction problems.,1.0.28,3091749: It is not appropriate for women to study design and interaction.,1.0.29,3091761: I have role models in human computer interaction who look like me.,1.0.30,3091742: The challenge of solving problems using design and interaction appeals to me.,1.0.31,3091738: I hope that my future career will require the use of design and interaction concepts.,1.0.32,3091760: I feel a strong attachment towards my own ethnic group.,1.0.33,n correct,n incorrect,score
6311520,COSC 341 101 2020W,72450,2021-01-16 02:03:48 UTC,1,Disagree,0.0,Strongly Disagree,0.0,Strongly Disagree,0.0,Strongly Agree,1.0,Strongly Agree,1.0,Strongly Disagree,0.0,Strongly Agree,1.0,Disagree,0.0,Agree,0.0,Agree,0.0,Disagree,0.0,Disagree,0.0,Agree,0.0,Strongly Disagree,0.0,Agree,0.0,Agree,0.0,Agree,0.0,Disagree,0.0,Strongly Disagree,0.0,Disagree,0.0,Disagree,0.0,Agree,0.0,Disagree,0.0,Agree,0.0,Disagree,0.0,Strongly Agree,1.0,Disagree,0.0,Agree,0.0,Strongly Disagree,0.0,Strongly Disagree,0.0,Disagree,0.0,Agree,0.0,Agree,0.0,Agree,0.0,4,30,1.0
5274956,COSC 341 101 2020W,72450,2021-01-16 02:03:25 UTC,1,Strongly Disagree,0.0,Strongly Disagree,0.0,Strongly Disagree,0.0,Strongly Agree,1.0,Strongly Agree,1.0,Disagree,0.0,Strongly Agree,1.0,Strongly Agree,1.0,Strongly Agree,1.0,Strongly Disagree,0.0,Strongly Disagree,0.0,Strongly Agree,1.0,Strongly Disagree,0.0,Strongly Disagree,0.0,Strongly Agree,1.0,Agree,0.0,Strongly Agree,1.0,Strongly Disagree,0.0,Strongly Disagree,0.0,Strongly Disagree,0.0,Strongly Disagree,0.0,Strongly Agree,1.0,Strongly Disagree,0.0,Strongly Agree,1.0,Strongly Agree,1.0,Strongly Agree,1.0,Strongly Disagree,0.0,Disagree,0.0,Strongly Disagree,0.0,Strongly Disagree,0.0,Strongly Agree,1.0,Strongly Agree,1.0,Strongly Agree,1.0,Agree,0.0,15,19,1.0
9245857,COSC 341 101 2020W,72450,2021-01-16 01:37:31 UTC,1,Strongly Disagree,0.0,Strongly Disagree,0.0,Strongly Disagree,0.0,Strongly Agree,1.0,Strongly Agree,1.0,Disagree,0.0,Strongly Agree,1.0,Agree,0.0,Strongly Agree,1.0,Disagree,0.0,Strongly Disagree,0.0,Strongly Agree,1.0,Strongly Disagree,0.0,Strongly Disagree,0.0,Agree,0.0,Agree,0.0,Strongly Agree,1.0,Strongly Disagree,0.0,Strongly Disagree,0.0,Strongly Disagree,0.0,Disagree,0.0,Strongly Agree,1.0,Disagree,0.0,Strongly Agree,1.0,Strongly Agree,1.0,Strongly Agree,1.0,Disagree,0.0,Agree,0.0,Strongly Disagree,0.0,Strongly Disagree,0.0,Disagree,0.0,Strongly Agree,1.0,Strongly Agree,1.0,Agree,0.0,12,22,1.0
4411549,COSC 341 101 2020W,72450,2021-01-16 01:26:02 UTC,1,Disagree,0.0,Strongly Disagree,0.0,Disagree,0.0,Strongly Agree,1.0,Strongly Agree,1.0,Disagree,0.0,Strongly Agree,1.0,Disagree,0.0,Strongly Agree,1.0,Disagree,0.0,Disagree,0.0,Agree,0.0,Disagree,0.0,Strongly Disagree,0.0,Agree,0.0,Agree,0.0,Agree,0.0,Disagree,0.0,Strongly Disagree,0.0,Strongly Disagree,0.0,Disagree,0.0,Strongly Agree,1.0,Disagree,0.0,Agree,0.0,Agree,0.0,Strongly Agree,1.0,Disagree,0.0,Agree,0.0,Strongly Disagree,0.0,Strongly Disagree,0.0,Disagree,0.0,Agree,0.0,Agree,0.0,Strongly Disagree,0.0,6,28,1.0
8519179,COSC 341 101 2020W,72450,2021-01-16 01:22:53 UTC,1,Strongly Disagree,0.0,Strongly Disagree,0.0,Disagree,0.0,Strongly Agree,1.0,Strongly Agree,1.0,Disagree,0.0,Strongly Agree,1.0,Strongly Agree,1.0,Agree,0.0,Disagree,0.0,Strongly Disagree,0.0,Strongly Agree,1.0,Strongly Disagree,0.0,Strongly Disagree,0.0,Strongly Agree,1.0,Agree,0.0,Strongly Agree,1.0,Strongly Disagree,0.0,Strongly Disagree,0.0,Strongly Disagree,0.0,Strongly Disagree,0.0,Strongly Agree,1.0,Disagree,0.0,Strongly Agree,1.0,Strongly Agree,1.0,Strongly Agree,1.0,Strongly Disagree,0.0,Strongly Agree,1.0,Strongly Disagree,0.0,Strongly Disagree,0.0,Disagree,0.0,Strongly Agree,1.0,Strongly Agree,1.0,Disagree,0.0,14,20,1.0
4950537,COSC 341 101 2020W,72450,2021-01-16 01:09:01 UTC,1,Strongly Disagree,0.0,Strongly Disagree,0.0,Strongly Disagree,0.0,Strongly Agree,1.0,Strongly Agree,1.0,Disagree,0.0,Strongly Agree,1.0,Strongly Agree,1.0,Strongly Agree,1.0,Disagree,0.0,Strongly Disagree,0.0,Strongly Agree,1.0,Strongly Disagree,0.0,Strongly Disagree,0.0,Strongly Agree,1.0,Strongly Agree,1.0,Strongly Agree,1.0,Strongly Disagree,0.0,Strongly Disagree,0.0,Strongly Disagree,0.0,Strongly Disagree,0.0,Strongly Agree,1.0,Strongly Disagree,0.0,Strongly Agree,1.0,Strongly Agree,1.0,Strongly Agree,1.0,Strongly Disagree,0.0,Strongly Agree,1.0,Strongly Disagree,0.0,Strongly Disagree,0.0,Strongly Disagree,0.0,Strongly Agree,1.0,Strongly Agree,1.0,Agree,0.0,16,18,1.0
2638547,COSC 341 101 2020W,72450,2021-01-16 01:03:03 UTC,1,Disagree,0.0,Strongly Disagree,0.0,Disagree,0.0,Strongly Agree,1.0,Strongly Agree,1.0,Disagree,0.0,Strongly Agree,1.0,Agree,0.0,Agree,0.0,Strongly Agree,1.0,Disagree,0.0,Strongly Agree,1.0,Disagree,0.0,Strongly Disagree,0.0,Strongly Agree,1.0,Strongly Agree,1.0,Agree,0.0,Disagree,0.0,Strongly Disagree,0.0,Disagree,0.0,Disagree,0.0,Strongly Agree,1.0,Disagree,0.0,Strongly Agree,1.0,Disagree,0.0,Strongly Agree,1.0,Disagree,0.0,Agree,0.0,Strongly Disagree,0.0,Strongly Disagree,0.0,Agree,0.0,Agree,0.0,Agree,0.0,Agree,0.0,10,24,1.0
5826040,COSC 341 101 2020W,72450,2021-01-16 00:57:32 UTC,1,Strongly Disagree,0.0,Strongly Disagree,0.0,Strongly Disagree,0.0,Agree,0.0,Strongly Agree,1.0,Agree,0.0,Strongly Agree,1.0,Agree,0.0,Agree,0.0,Agree,0.0,Disagree,0.0,Agree,0.0,Disagree,0.0,Strongly Disagree,0.0,Agree,0.0,Agree,0.0,Agree,0.0,Disagree,0.0,Strongly Disagree,0.0,Disagree,0.0,Disagree,0.0,Agree,0.0,Strongly Disagree,0.0,Agree,0.0,Agree,0.0,Strongly Agree,1.0,Disagree,0.0,Agree,0.0,Strongly Disagree,0.0,Strongly Disagree,0.0,Agree,0.0,Agree,0.0,Agree,0.0,Disagree,0.0,3,31,1.0
2302599,COSC 341 101 2020W,72450,2021-01-16 00:55:31 UTC,1,Disagree,0.0,Disagree,0.0,Disagree,0.0,Strongly Agree,1.0,Strongly Agree,1.0,Agree,0.0,Strongly Agree,1.0,Disagree,0.0,Strongly Agree,1.0,Agree,0.0,Disagree,0.0,Agree,0.0,Disagree,0.0,Disagree,0.0,Agree,0.0,Agree,0.0,Strongly Agree,1.0,Disagree,0.0,Strongly Disagree,0.0,Disagree,0.0,Disagree,0.0,Agree,0.0,Strongly Disagree,0.0,Agree,0.0,Agree,0.0,Strongly Agree,1.0,Disagree,0.0,Disagree,0.0,Disagree,0.0,Strongly Disagree,0.0,Disagree,0.0,Agree,0.0,Agree,0.0,Disagree,0.0,6,28,1.0
2861630,COSC 341 101 2020W,72450,2021-01-16 00:48:34 UTC,1,Disagree,0.0,Disagree,0.0,Disagree,0.0,Agree,0.0,Agree,0.0,Agree,0.0,Agree,0.0,Disagree,0.0,Agree,0.0,Disagree,0.0,Disagree,0.0,Agree,0.0,Agree,0.0,Disagree,0.0,Agree,0.0,Disagree,0.0,Agree,0.0,Disagree,0.0,Disagree,0.0,Disagree,0.0,Disagree,0.0,Agree,0.0,Disagree,0.0,Agree,0.0,Disagree,0.0,Agree,0.0,Disagree,0.0,Agree,0.0,Disagree,0.0,Disagree,0.0,Disagree,0.0,Agree,0.0,Disagree,0.0,Agree,0.0,0,34,1.0
3199349,COSC 341 101 2020W,72450,2021-01-16 00:46:10 UTC,1,Strongly Disagree,0.0,Agree,0.0,Strongly Disagree,0.0,Strongly Agree,1.0,Strongly Agree,1.0,Disagree,0.0,Strongly Agree,1.0,Disagree,0.0,Strongly Agree,1.0,Agree,0.0,Strongly Disagree,0.0,Strongly Agree,1.0,Strongly Disagree,0.0,Strongly Disagree,0.0,Strongly Agree,1.0,Strongly Agree,1.0,Strongly Agree,1.0,Strongly Disagree,0.0,Disagree,0.0,Strongly Disagree,0.0,Strongly Disagree,0.0,Strongly Agree,1.0,Strongly Disagree,0.0,Strongly Agree,1.0,Strongly Agree,1.0,Strongly Agree,1.0,Strongly Disagree,0.0,Strongly Agree,1.0,Strongly Disagree,0.0,Strongly Disagree,0.0,Disagree,0.0,Strongly Agree,1.0,Agree,0.0,Agree,0.0,14,20,1.0
8699995,COSC 341 101 2020W,72450,2021-01-16 00:27:13 UTC,1,Disagree,0.0,Disagree,0.0,Disagree,0.0,Strongly Agree,1.0,Strongly Agree,1.0,Disagree,0.0,Agree,0.0,Disagree,0.0,Agree,0.0,Disagree,0.0,Agree,0.0,Agree,0.0,Disagree,0.0,Disagree,0.0,Disagree,0.0,Agree,0.0,Strongly Agree,1.0,Disagree,0.0,Disagree,0.0,Disagree,0.0,Agree,0.0,Agree,0.0,Disagree,0.0,Agree,0.0,Disagree,0.0,Strongly Agree,1.0,Agree,0.0,Agree,0.0,Disagree,0.0,Disagree,0.0,Disagree,0.0,Agree,0.0,Disagree,0.0,Disagree,0.0,4,30,1.0
5810166,COSC 341 101 2020W,72450,2021-01-16 00:26:25 UTC,1,Disagree,0.0,Disagree,0.0,Disagree,0.0,Agree,0.0,Agree,0.0,Strongly Agree,1.0,Agree,0.0,Agree,0.0,Agree,0.0,Agree,0.0,Disagree,0.0,Agree,0.0,Disagree,0.0,Disagree,0.0,Agree,0.0,Agree,0.0,Agree,0.0,Disagree,0.0,Disagree,0.0,Disagree,0.0,Disagree,0.0,Agree,0.0,Disagree,0.0,Agree,0.0,Agree,0.0,Agree,0.0,Disagree,0.0,Agree,0.0,Disagree,0.0,Disagree,0.0,Disagree,0.0,Agree,0.0,Agree,0.0,Strongly Agree,1.0,2,32,1.0
1838508,COSC 341 101 2020W,72450,2021-01-16 00:19:47 UTC,1,Disagree,0.0,Disagree,0.0,Disagree,0.0,Agree,0.0,Agree,0.0,Disagree,0.0,Agree,0.0,Disagree,0.0,Agree,0.0,Disagree,0.0,Disagree,0.0,Agree,0.0,Disagree,0.0,Disagree,0.0,Agree,0.0,Agree,0.0,Agree,0.0,Disagree,0.0,Strongly Disagree,0.0,Disagree,0.0,Disagree,0.0,Agree,0.0,Disagree,0.0,Agree,0.0,Agree,0.0,Agree,0.0,Disagree,0.0,Disagree,0.0,Disagree,0.0,Disagree,0.0,Disagree,0.0,Agree,0.0,Agree,0.0,Disagree,0.0,0,34,1.0
3718192,COSC 341 101 2020W,72450,2021-01-16 00:17:34 UTC,1,Disagree,0.0,Disagree,0.0,Disagree,0.0,Strongly Agree,1.0,Strongly Agree,1.0,Agree,0.0,Agree,0.0,Agree,0.0,Agree,0.0,Agree,0.0,Disagree,0.0,Agree,0.0,Strongly Disagree,0.0,Strongly Disagree,0.0,Agree,0.0,Agree,0.0,Agree,0.0,Disagree,0.0,Strongly Disagree,0.0,Disagree,0.0,Disagree,0.0,Agree,0.0,Agree,0.0,Agree,0.0,Agree,0.0,Agree,0.0,Disagree,0.0,Disagree,0.0,Disagree,0.0,Strongly Disagree,0.0,Disagree,0.0,Agree,0.0,Agree,0.0,Disagree,0.0,2,32,1.0
5023118,COSC 341 101 2020W,72450,2021-01-16 00:14:39 UTC,1,Disagree,0.0,Disagree,0.0,Strongly Disagree,0.0,Strongly Agree,1.0,Strongly Agree,1.0,Agree,0.0,Agree,0.0,Agree,0.0,Agree,0.0,Disagree,0.0,Disagree,0.0,Agree,0.0,Disagree,0.0,Disagree,0.0,Agree,0.0,Agree,0.0,Agree,0.0,Disagree,0.0,Strongly Disagree,0.0,Disagree,0.0,Disagree,0.0,Agree,0.0,Disagree,0.0,Agree,0.0,Agree,0.0,Strongly Agree,1.0,Disagree,0.0,Agree,0.0,Disagree,0.0,Strongly Disagree,0.0,Agree,0.0,Agree,0.0,Agree,0.0,Agree,0.0,3,31,1.0
5329311,COSC 341 101 2020W,72450,2021-01-16 00:14:26 UTC,1,Strongly Disagree,0.0,Disagree,0.0,Disagree,0.0,Agree,0.0,Strongly Agree,1.0,Strongly Disagree,0.0,Strongly Agree,1.0,Strongly Disagree,0.0,Strongly Agree,1.0,Strongly Disagree,0.0,Agree,0.0,Disagree,0.0,Agree,0.0,Strongly Disagree,0.0,Strongly Agree,1.0,Agree,0.0,Strongly Agree,1.0,Agree,0.0,Strongly Disagree,0.0,Agree,0.0,Disagree,0.0,Strongly Agree,1.0,Disagree,0.0,Agree,0.0,Disagree,0.0,Strongly Agree,1.0,Disagree,0.0,Strongly Disagree,0.0,Disagree,0.0,Strongly Disagree,0.0,Disagree,0.0,Disagree,0.0,Disagree,0.0,Disagree,0.0,7,27,1.0
9809827,COSC 341 101 2020W,72450,2021-01-16 00:05:21 UTC,1,Strongly Disagree,0.0,Strongly Disagree,0.0,Strongly Disagree,0.0,Strongly Agree,1.0,Strongly Agree,1.0,Disagree,0.0,Strongly Agree,1.0,Agree,0.0,Strongly Agree,1.0,Strongly Disagree,0.0,Disagree,0.0,Agree,0.0,Disagree,0.0,Strongly Disagree,0.0,Strongly Agree,1.0,Strongly Agree,1.0,Strongly Agree,1.0,Strongly Disagree,0.0,Strongly Disagree,0.0,Strongly Disagree,0.0,Strongly Disagree,0.0,Strongly Agree,1.0,Strongly Disagree,0.0,Strongly Agree,1.0,Agree,0.0,Strongly Agree,1.0,Disagree,0.0,Strongly Agree,1.0,Strongly Disagree,0.0,Strongly Disagree,0.0,Agree,0.0,Strongly Agree,1.0,Strongly Agree,1.0,Agree,0.0,13,21,1.0
4006013,COSC 341 101 2020W,72450,2021-01-16 00:02:45 UTC,1,Strongly Disagree,0.0,Strongly Disagree,0.0,Strongly Disagree,0.0,Strongly Agree,1.0,Strongly Agree,1.0,Disagree,0.0,Strongly Agree,1.0,Disagree,0.0,Strongly Agree,1.0,Disagree,0.0,Strongly Disagree,0.0,Strongly Agree,1.0,Disagree,0.0,Strongly Disagree,0.0,Strongly Agree,1.0,Strongly Agree,1.0,Strongly Agree,1.0,Strongly Disagree,0.0,Strongly Disagree,0.0,Strongly Disagree,0.0,Strongly Disagree,0.0,Agree,0.0,Strongly Disagree,0.0,Strongly Agree,1.0,Agree,0.0,Strongly Agree,1.0,Strongly Disagree,0.0,Agree,0.0,Strongly Disagree,0.0,Strongly Disagree,0.0,Disagree,0.0,Agree,0.0,Strongly Agree,1.0,Disagree,0.0,11,23,1.0
6797783,COSC 341 101 2020W,72450,2021-01-15 23:50:51 UTC,1,Disagree,0.0,Disagree,0.0,Disagree,0.0,Agree,0.0,Agree,0.0,Agree,0.0,Agree,0.0,Disagree,0.0,Agree,0.0,Disagree,0.0,Disagree,0.0,Agree,0.0,Agree,0.0,Disagree,0.0,Agree,0.0,Agree,0.0,Agree,0.0,Disagree,0.0,Disagree,0.0,Disagree,0.0,Disagree,0.0,Agree,0.0,Disagree,0.0,Agree,0.0,Disagree,0.0,Agree,0.0,Disagree,0.0,Agree,0.0,Disagree,0.0,Disagree,0.0,Disagree,0.0,Agree,0.0,Agree,0.0,,0.0,0,34,1.0
6393986,COSC 341 101 2020W,72450,2021-01-15 23:24:55 UTC,1,Disagree,0.0,Disagree,0.0,Disagree,0.0,Agree,0.0,Agree,0.0,Agree,0.0,Agree,0.0,Agree,0.0,Agree,0.0,Agree,0.0,Disagree,0.0,Agree,0.0,Agree,0.0,Disagree,0.0,Disagree,0.0,Agree,0.0,Agree,0.0,Agree,0.0,Disagree,0.0,Disagree,0.0,Disagree,0.0,Agree,0.0,Disagree,0.0,Agree,0.0,Agree,0.0,Agree,0.0,Disagree,0.0,Agree,0.0,Disagree,0.0,Disagree,0.0,Agree,0.0,Agree,0.0,Agree,0.0,Agree,0.0,0,34,1.0
8145375,COSC 341 101 2020W,72450,2021-01-15 21:52:53 UTC,1,Strongly Disagree,0.0,Strongly Disagree,0.0,Strongly Disagree,0.0,Strongly Agree,1.0,Strongly Agree,1.0,Strongly Agree,1.0,Strongly Agree,1.0,Strongly Agree,1.0,Strongly Agree,1.0,Strongly Agree,1.0,Strongly Disagree,0.0,Strongly Agree,1.0,Disagree,0.0,Strongly Disagree,0.0,Strongly Agree,1.0,Strongly Disagree,0.0,Strongly Agree,1.0,Disagree,0.0,Strongly Disagree,0.0,Disagree,0.0,Strongly Disagree,0.0,Strongly Agree,1.0,Strongly Agree,1.0,Strongly Agree,1.0,Strongly Agree,1.0,Strongly Agree,1.0,Strongly Disagree,0.0,Strongly Agree,1.0,Strongly Disagree,0.0,Strongly Disagree,0.0,Agree,0.0,Strongly Agree,1.0,Strongly Agree,1.0,Strongly Agree,1.0,19,15,1.0
3195820,COSC 341 101 2020W,72450,2021-01-15 21:27:57 UTC,1,Disagree,0.0,Strongly Disagree,0.0,Strongly Disagree,0.0,Strongly Agree,1.0,Strongly Agree,1.0,Disagree,0.0,Strongly Agree,1.0,Strongly Disagree,0.0,Agree,0.0,Disagree,0.0,Disagree,0.0,Strongly Agree,1.0,Disagree,0.0,Strongly Disagree,0.0,Strongly Agree,1.0,Agree,0.0,Agree,0.0,Strongly Disagree,0.0,Strongly Disagree,0.0,Disagree,0.0,Strongly Disagree,0.0,Agree,0.0,Strongly Disagree,0.0,Strongly Agree,1.0,Agree,0.0,Strongly Agree,1.0,Strongly Disagree,0.0,Agree,0.0,Strongly Disagree,0.0,Strongly Disagree,0.0,Disagree,0.0,Agree,0.0,Agree,0.0,Agree,0.0,7,27,1.0
8142618,COSC 341 101 2020W,72450,2021-01-15 21:21:49 UTC,1,Agree,0.0,Strongly Disagree,0.0,Strongly Disagree,0.0,Strongly Agree,1.0,Strongly Agree,1.0,Strongly Disagree,0.0,Strongly Agree,1.0,Disagree,0.0,Strongly Agree,1.0,Strongly Agree,1.0,Disagree,0.0,Disagree,0.0,Disagree,0.0,Strongly Disagree,0.0,Disagree,0.0,Agree,0.0,Agree,0.0,Disagree,0.0,Strongly Disagree,0.0,Strongly Disagree,0.0,Agree,0.0,Strongly Agree,1.0,Strongly Agree,1.0,Disagree,0.0,Disagree,0.0,Strongly Agree,1.0,Strongly Disagree,0.0,Strongly Disagree,0.0,Strongly Disagree,0.0,Strongly Disagree,0.0,Agree,0.0,Disagree,0.0,Agree,0.0,Strongly Disagree,0.0,8,26,1.0
9037967,COSC 341 101 2020W,72450,2021-01-15 20:42:38 UTC,1,Strongly Disagree,0.0,Agree,0.0,Agree,0.0,Strongly Disagree,0.0,Agree,0.0,Disagree,0.0,Agree,0.0,Strongly Disagree,0.0,Agree,0.0,Agree,0.0,Agree,0.0,Agree,0.0,Agree,0.0,Strongly Agree,1.0,Strongly Agree,1.0,Agree,0.0,Strongly Disagree ,0.0,Disagree,0.0,Strongly Disagree,0.0,Strongly Agree,1.0,Agree,0.0,Agree,0.0,Disagree,0.0,Disagree,0.0,Disagree,0.0,Agree,0.0,Strongly Disagree,0.0,Disagree,0.0,Agree,0.0,Strongly Disagree,0.0,Strongly Disagree,0.0,Strongly Disagree,0.0,Disagree,0.0,Disagree,0.0,3,31,1.0
6839112,COSC 341 101 2020W,72450,2021-01-15 19:56:11 UTC,1,Strongly Disagree,0.0,Disagree,0.0,Disagree,0.0,Agree,0.0,Agree,0.0,Disagree,0.0,Agree,0.0,Agree,0.0,Strongly Agree,1.0,Strongly Disagree,0.0,Disagree,0.0,Agree,0.0,Disagree,0.0,Disagree,0.0,Strongly Agree,1.0,Agree,0.0,Strongly Agree,1.0,Strongly Disagree,0.0,Disagree,0.0,Disagree,0.0,Disagree,0.0,Agree,0.0,Disagree,0.0,Agree,0.0,Agree,0.0,Agree,0.0,Disagree,0.0,Agree,0.0,Disagree,0.0,Strongly Disagree,0.0,Disagree,0.0,Strongly Agree,1.0,Agree,0.0,Disagree,0.0,4,30,1.0
6057512,COSC 341 101 2020W,72450,2021-01-15 19:40:47 UTC,1,Strongly Disagree,0.0,Disagree,0.0,Strongly Disagree,0.0,Strongly Agree,1.0,Strongly Agree,1.0,Agree,0.0,Strongly Agree,1.0,Disagree,0.0,Strongly Agree,1.0,Disagree,0.0,Disagree,0.0,Agree,0.0,Strongly Disagree,0.0,Strongly Disagree,0.0,Strongly Agree,1.0,Strongly Agree,1.0,Agree,0.0,Strongly Disagree,0.0,Strongly Disagree,0.0,Strongly Disagree,0.0,Disagree,0.0,Agree,0.0,Strongly Disagree,0.0,Strongly Agree,1.0,Strongly Agree,1.0,Strongly Agree,1.0,Strongly Disagree,0.0,Agree,0.0,Strongly Disagree,0.0,Strongly Disagree,0.0,Agree,0.0,Strongly Agree,1.0,Strongly Agree,1.0,Strongly Disagree,0.0,11,23,1.0
2152820,COSC 341 101 2020W,72450,2021-01-15 19:38:40 UTC,1,Strongly Disagree,0.0,Disagree,0.0,Disagree,0.0,Strongly Agree,1.0,Strongly Agree,1.0,Agree,0.0,Strongly Agree,1.0,Disagree,0.0,Strongly Agree,1.0,Disagree,0.0,Disagree,0.0,Agree,0.0,Disagree,0.0,Disagree,0.0,Agree,0.0,Agree,0.0,Agree,0.0,Disagree,0.0,Strongly Disagree,0.0,Disagree,0.0,Disagree,0.0,Agree,0.0,Disagree,0.0,Agree,0.0,Agree,0.0,Strongly Agree,1.0,Disagree,0.0,Agree,0.0,Disagree,0.0,Strongly Disagree,0.0,Agree,0.0,Agree,0.0,Agree,0.0,Strongly Disagree,0.0,5,29,1.0
6165231,COSC 341 101 2020W,72450,2021-01-15 19:37:18 UTC,1,Strongly Disagree,0.0,Disagree,0.0,Strongly Disagree,0.0,Strongly Agree,1.0,Strongly Agree,1.0,Disagree,0.0,Strongly Agree,1.0,Strongly Disagree,0.0,Strongly Agree,1.0,Disagree,0.0,Disagree,0.0,Agree,0.0,Disagree,0.0,Strongly Disagree,0.0,Agree,0.0,Agree,0.0,Agree,0.0,Disagree,0.0,Strongly Disagree,0.0,Disagree,0.0,Strongly Disagree,0.0,Agree,0.0,Disagree,0.0,Agree,0.0,Agree,0.0,Strongly Agree,1.0,Disagree,0.0,Agree,0.0,Strongly Disagree,0.0,Strongly Disagree,0.0,Disagree,0.0,Agree,0.0,Agree,0.0,Disagree,0.0,5,29,1.0
2618758,COSC 341 101 2020W,72450,2021-01-15 18:29:00 UTC,1,Strongly Disagree,0.0,Strongly Disagree,0.0,Disagree,0.0,Strongly Agree,1.0,Strongly Agree,1.0,Agree,0.0,Strongly Agree,1.0,Disagree,0.0,Agree,0.0,Disagree,0.0,Disagree,0.0,Agree,0.0,Strongly Disagree,0.0,Disagree,0.0,Agree,0.0,Agree,0.0,Strongly Agree,1.0,Disagree,0.0,Strongly Disagree,0.0,Disagree,0.0,Disagree,0.0,Strongly Agree,1.0,Disagree,0.0,Strongly Agree,1.0,Agree,0.0,Strongly Agree,1.0,Disagree,0.0,Strongly Agree,1.0,Strongly Disagree,0.0,Strongly Disagree,0.0,Strongly Disagree,0.0,Agree,0.0,Agree,0.0,Disagree,0.0,8,26,1.0
